Locality,RestaurantName,Address,Category,CostForTwo,Cuisines,Ratings,votes
Adarsh Nagar,Prem Prakash Samosa,"12, Masala Chowk, Ram Niwas Baag, Near Albert Hall, Adarsh Nagar, Jaipur",['Quick Bites'],₹100,['Street Food'],3.1,47
Adarsh Nagar,Four Friend's Grill & Curries,"4th Floor, Pink Square Mall, Adarsh Nagar, Jaipur",['Food Court'],₹700,['North Indian'],3.5,41
Adarsh Nagar,Al-Habib Non Veg Take Away,"J-86, Ashok Chowk, Adarsh Nagar, Jaipur",[],₹350,"['Mughlai', 'North Indian']",3.4,35
Adarsh Nagar,Wonder Kitchen,"445-A, Acharya Kriplani Marg, Near RGV Public School, Adarsh Nagar, Jaipur",[],₹300,['North Indian'],3.5,32
Adarsh Nagar,Indian Ice Cream Faluda,"7, Near Albert Hall, Masala Chowk, Ram Niwas Baag, Adarsh Nagar, Jaipur",['Food Court'],₹200,"['Ice Cream', 'Desserts', 'Beverages']",3.3,27
Adarsh Nagar,Shri Jharkhand Nath Poha And Chat,"9, Masala Chowk, Ram Niwas Baag, Near Albert Hall, Adarsh Nagar, Jaipur",['Quick Bites'],₹250,['Street Food'],3.5,29
Adarsh Nagar,Karachi Bakery,"552, Acharya Kriplani Marg, Tiwari Ji Ka Bagh, Fateh Tibba, Adarsh Nagar, Jaipur",['Bakery'],₹450,['Bakery'],3.3,30
Adarsh Nagar,Punjabi Tadka,"4th Floor, Pink Square Mall, Adarsh Nagar, Jaipur",['Food Court'],₹550,['North Indian'],NEW,31
Adarsh Nagar,Chat Ke Chatore,"4th Floor, Pink Square Mall, Adarsh Nagar, Jaipur",['Food Court'],₹150,['Street Food'],3.1,22
Adarsh Nagar,Tamboora,"4th Floor, Pink Square Mall, Adarsh Nagar, Jaipur",['Food Court'],₹500,['Chinese'],2.6,19
Adarsh Nagar,Sethani Ka Dhaba,"5, Masala Chowk, Ram Niwas Baag, Near Albert Hall, Adarsh Nagar, Jaipur",['Quick Bites'],₹300,"['Rajasthani', 'North Indian']",3.4,22
Adarsh Nagar,Kitu’s Snack Bar,"59 & 60, Bees Dukan, Adarsh Nagar, Jaipur",['Quick Bites'],₹450,"['Fast Food', 'Beverages']",2.7,17
Adarsh Nagar,GT's Jaipuri Chatkara,"17, Masala Chowk, Ram Niwas Baag, Near Albert Hall, Adarsh Nagar, Jaipur",['Quick Bites'],₹300,"['South Indian', 'Street Food']",2.7,17
Adarsh Nagar,Delhi Chaat & Cafe,"11, Masala Chowk, Ram Niwas Baag, Near Albert Hall, Adarsh Nagar, Jaipur",['Quick Bites'],₹150,['Street Food'],3.1,13
Adarsh Nagar,The Masaalchi's Kitchen,"J-1, Jamnalal Bajaj Marg, C Scheme, Ashok Nagar, Adarsh Nagar, Jaipur",['Quick Bites'],₹500,"['Biryani', 'Mughlai']",3.2,18
Adarsh Nagar,Wah! Banna,"13, Masala Chowk, Ram Niwas Baag, Near Albert Hall, Adarsh Nagar, Jaipur",['Food Court'],₹300,['North Indian'],3.2,17
Adarsh Nagar,Muhammadi Take Away,"D 257, Near Muslim School, Moti Doonri Road, Kailashpuri, Adarsh Nagar, Jaipur",[],₹400,['North Indian'],2.9,No-Votes
Adarsh Nagar,Goyal Bakery,"Shop 24, Moti Dungri Road, Near Muslim School, Adarsh Nagar, Jaipur","['Bakery', 'Quick Bites']",₹250,"['Bakery', 'Fast Food']",3.3,22
Adarsh Nagar,Floats - The Bar,"Hotel Mango Ananta Express,Govind Marg, Adarsh Nagar, Jaipur","['Casual Dining', 'Bar']","₹1,000","['Finger Food', 'North Indian']",3.1,11
Adarsh Nagar,Sky Lounge,"Shop 263, Hotel Rockland, Frontier Colony, Adarsh Nagar, Jaipur","['Casual Dining', 'Bar']",₹800,"['North Indian', 'Chinese', 'Continental', 'Fast Food', 'Bar Food']",3.0,12
Adarsh Nagar,Garden Grill,"4th Floor, Pink Squre Mall, Adarsh Nagar, Jaipur",['Food Court'],₹350,"['Fast Food', 'Street Food', 'Beverages']",3.1,8
Adarsh Nagar,Singh Saab Take Away,"J-86, Ashok Chowk, Near Bees Dukan, Adarsh Nagar, Jaipur.",[],₹500,['North Indian'],3.0,7
Adarsh Nagar,The Brew Headquarters,"Ashok Marg, Panch Batti, C Scheme, Ashok Nagar, Adarsh Nagar, Jaipur",['Café'],₹500,"['Cafe', 'North Indian']",3.1,9
Adarsh Nagar,Swadesi Fast Food,"S-2, Anandpuri, Adarsh Nagar, Jaipur",[],₹250,['North Indian'],3.0,10
Adarsh Nagar,Jai Mata Di Fast Food Centre,"Opposite Ram Niwas Garden, Adarsh Nagar, Jaipur",[],₹150,['Street Food'],3.1,6
Adarsh Nagar,Shankar Mishthan Bhandar,"Shop 18-19, M D Road, Near Khabuja Mandi, Adarsh Nagar, Jaipur","['Sweet Shop', 'Quick Bites']",₹150,"['Mithai', 'Street Food']",3.0,11
Adarsh Nagar,Moonshadow,"Shop 263, Frontier Colony, Hotel Rockland, Adarsh Nagar, Jaipur",['Casual Dining'],₹550,"['North Indian', 'Chinese', 'Fast Food']",2.7,10
Adarsh Nagar,100 Feet Above Restro Bar- The Fern Residency,"A 13, Govind Marg, Janta Colony, Near Pink Square Mall, Adarsh Nagar, Jaipur",['Casual Dining'],"₹1,600","['North Indian', 'European']",2.8,9
Adarsh Nagar,Krishna Cake & Bake,"3, Ashok Chowk, Adarsh Nagar, Jaipur",['Bakery'],₹300,"['Bakery', 'Fast Food']",-,11
Adarsh Nagar,Fire And Ice,"689, Frontier Colony, Near Baraf Khana, Adarsh Nagar, Jaipur",['Bar'],₹700,['Finger Food'],-,9
Adarsh Nagar,Infinity Zone Cafe,"20-B, Ravi Path, Janta Colony, Adarsh Nagar, Jaipur","['Beverage Shop', 'Quick Bites']",₹150,"['Beverages', 'Fast Food']",-,5
Adarsh Nagar,Shaan-e-Darbar,"MD Road, Adarsh Nagar, Jaipur",['Quick Bites'],₹300,['North Indian'],-,9
Adarsh Nagar,Cookies & Ice Cream,"Ground Floor, Pink Square Mall, Adarsh Nagar, Jaipur",['Dessert Parlor'],₹250,"['Ice Cream', 'Beverages']",NEW,4
Adarsh Nagar,Northern Tadka,"4th Floor, Pink Square Mall, Adarsh Nagar, Jaipur",['Food Court'],₹350,['North Indian'],-,4
Adarsh Nagar,Ram Kaji Food Product,"M 2, Acharya Kriplani Marg, Adarsh Nagar, Jaipur",['Quick Bites'],₹200,['North Indian'],-,7
Adarsh Nagar,Yo ! China,"4th Floor, Pink Square Mall, Adarsh Nagar, Jaipur",['Food Court'],₹500,['Chinese'],-,5
Adarsh Nagar,Balaji Fast Food,"4th Floor, Pink Square Mall, Adarsh Nagar, Jaipur","['Food Court', 'Quick Bites']",₹100,['Street Food'],-,6
Adarsh Nagar,Rajasthan Palace Hotel,"3, Peelwa Garden, Moti Doongari Road, Adarsh Nagar, Jaipur",['Casual Dining'],₹600,"['Street Food', 'Chinese', 'Italian', 'North Indian', 'Beverages']",-,No-Votes
Adarsh Nagar,Fusion Tadka,"24, Shopping Centre, Janta Colony, Adarsh Nagar, Jaipur",['Quick Bites'],₹250,['Fast Food'],3.4,No-Votes
Adarsh Nagar,Hamza Biryani,"Moti Doongri Road, Bardia Colony, Fateh Tibba, Adarsh Nagar, Jaipur",[],₹300,['Biryani'],4.3,No-Votes
Adarsh Nagar,Cakes Hi Cakes,"24, Moti Dungri Road, Near Muslim School, Adarsh Nagar, Jaipur",['Bakery'],₹200,['Bakery'],4.0,No-Votes
Adarsh Nagar,The Biryani Croft,Delivery Only,[],₹500,"['Biryani', 'North Indian', 'Fast Food']",3.9,No-Votes
Adarsh Nagar,Chandra Mahal Restaurant,"Opposite Police Station, Outside Sanganeri Gate, Moti Doongri Road, Adarsh Nagar, Jaipur",['Quick Bites'],₹250,['North Indian'],3.9,No-Votes
Adarsh Nagar,Smiley's Cafe,"4th Floor, Pink Square, Govind Marg, Adarsh Nagar, Jaipur",['Food Court'],₹500,"['Fast Food', 'Beverages']",3.9,No-Votes
Adarsh Nagar,Happiness Station,"4th Floor, Pink Square, Govind Marg, Adarsh Nagar, Jaipur","['Dessert Parlor', 'Food Court']",₹300,"['Desserts', 'Ice Cream']",3.2,No-Votes
Adarsh Nagar,Guru Kripa Vaishno Dhaba,"Sanganeri Gate, MD Road, Adarsh Nagar, Jaipur",['Dhaba'],₹200,['North Indian'],3.5,No-Votes
Adarsh Nagar,Bhaijaan Cafe,"MD Road, Near City Hospital, Adarsh Nagar, Jaipur",[],₹150,"['Fast Food', 'Beverages']",3.4,No-Votes
Ajmer Highway,C M Pack And Carry,"E-10, Nirman Nagar, Ajmer Highway, Jaipur",[],₹400,"['North Indian', 'Chinese', 'Fast Food', 'Burger', 'Sandwich']",3.8,8
Ajmer Highway,RJ 14,"132,133,151, Ajmera Garden, Main DCM Road, Opposite IndusInd Bank, Ajmer Road, Ajmer Highway, Jaipur",['Casual Dining'],"₹1,000","['North Indian', 'South Indian']",3.9,3694
Ajmer Highway,Sethi Tikka Kabab Curry,"Shop 27-28, NH-8 Ajmer Road, Ajmer Highway, Jaipur",['Casual Dining'],"₹1,000","['North Indian', 'Chinese', 'Mughlai']",3.0,569
Ajmer Highway,Hotel Highway King Restaurant,"Hotel Highway King, 7-9, Patel Nagar, Opposite Heerapura Power, Ajmer Highway, Jaipur",['Casual Dining'],₹650,"['North Indian', 'South Indian', 'Chinese', 'Fast Food', 'Street Food']",3.8,405
Ajmer Highway,Chokha Punjab,"Pink Pearl Hotel, 8th Mile, Ajmer Highway, Jaipur",['Casual Dining'],₹750,['North Indian'],3.5,164
Ajmer Highway,ARHAM,"145, Nirman Nagar, DCM, Near Elements Mall, Ajmer Highway, Jaipur","['Sweet Shop', 'Casual Dining']",₹500,"['Mithai', 'North Indian', 'Chinese', 'South Indian', 'Continental']",3.8,194
Ajmer Highway,Funday,"Shop 36, Neer Sagar Market, Near HDFC Bank, Bhankrota, Ajmer Highway, Jaipur",['Quick Bites'],₹250,['Fast Food'],3.8,142
Ajmer Highway,NH Ate,"1, Ajmer Road, Parswanath Colony, Rani Sati Nagar, Nirman Nagar, DCM, Opposite Asopa Hospital, Ajmer Highway, Jaipur",['Casual Dining'],₹800,"['North Indian', 'Chinese', 'Fast Food', 'Italian']",3.6,130
Ajmer Highway,Kanchan Kesari Village Resort,"Mahapura Mod, Ajmer Highway, Jaipur",['Casual Dining'],₹750,"['North Indian', 'Rajasthani']",3.4,118
Ajmer Highway,Kebabs & Curries Company,"Evolve Food Court, Mahindra World City, Mahapur, Ajmer Highway, Jaipur",['Casual Dining'],₹750,"['North Indian', 'Chinese']",2.9,93
Ajmer Highway,Bits 'N' Bites,"Plot E-10, Nirman Nagar E, DCM, Main Ajmer Highway, Jaipur",[],₹300,"['Chinese', 'Fast Food']",3.5,55
Ajmer Highway,Cafe Terra,"Near Ashiana Umang, Mahindra FEZ Road, Mahapura, Near Ajmer Highway, Jaipur",['Quick Bites'],₹400,"['Chinese', 'Continental', 'North Indian', 'Beverages']",3.7,25
Ajmer Highway,Burger Farm,"Evolve Food Court, Mahindra World City, Mahapur, Ajmer Highway, Jaipur",['Quick Bites'],₹400,"['Burger', 'Fast Food', 'Beverages']",3.8,72
Ajmer Highway,Hotel Amar Palace Restaurant,"Hotel Amar Palace, Karni Vihar, Near Heerapura, Ajmer Highway, Jaipur",['Casual Dining'],₹450,"['North Indian', 'Fast Food']",3.4,50
Ajmer Highway,Ronak Restaurant,"Shop 29, Gehlot Ka Banglow, Near Heera Petrol Pump, DCM, Ajmer Highway, Jaipur",['Quick Bites'],₹300,['North Indian'],3.3,66
Ajmer Highway,Burpy's,"Plot 89, Tagore Nagar, Ajmer Road, Ajmer Highway, Jaipur",['Quick Bites'],₹150,"['North Indian', 'Fast Food']",2.5,52
Ajmer Highway,The Factory,"R-32, Factory Corner, Narayan Vihar, Ajmer Highway, Jaipur",['Quick Bites'],₹200,"['Fast Food', 'Beverages']",3.7,65
Ajmer Highway,Lajwab Restaurant,"Opposite HP Petrol Pump, Bhankrota, Ajmer Highway, Jaipur",['Quick Bites'],₹300,['North Indian'],2.7,54
Ajmer Highway,The Royal's Bakery,"30 B, Near Sagar Market, Bhakrota, Jaipur","['Bakery', 'Quick Bites']",₹200,"['Bakery', 'Fast Food']",3.5,9
Ajmer Highway,Virasat-Hotel Shyam Paradise,"Hotel Shyam Paradise, Ajmer Road, DCM, Chitrakoot, Jaipur",['Casual Dining'],₹650,"['North Indian', 'Chinese']",3.1,32
Ajmer Highway,Hotel Mini Mahal,"E 10, Nirman Nagar, Ajmer Highway, Jaipur",[],₹400,"['North Indian', 'Chinese']",3.4,25
Ajmer Highway,Oven The Bakery - An Authentic Italian Cafe,"B-18, Panchsheel Colony, Ajmer Highway, Jaipur",['Bakery'],₹300,"['Bakery', 'Italian']",3.3,26
Ajmer Highway,Radiation Bar,"Pink Pearl Hotel & Funcity, NH 8, Jaipur Ajmer Expressway, Near Mahapura Mod, Bhankrota, Ajmer Highway, Jaipur",['Bar'],"₹1,500",['Finger Food'],3.0,16
Ajmer Highway,Khamma Ghani Restaurant,"Shop 46, Mukundpura Road, Near Navrang Hospital, Bhankrota, Ajmer Highway, Jaipur",['Casual Dining'],₹250,"['North Indian', 'Rajasthani']",3.2,22
Ajmer Highway,M M Khan Hotel,"Plot E-10, Nirman Nagar -E, Dcm Main, Ajmer Highway, Jaipur",[],₹300,['North Indian'],3.3,26
Ajmer Highway,Domino's Pizza,"Manipal University, Ajmer Highway, Jaipur",['Quick Bites'],₹700,"['Pizza', 'Fast Food']",3.1,30
Ajmer Highway,My Bar - Hotel Shyam Paradise,"Hotel Shyam Paradise, Ajmer Road, DCM, Chitrakoot, Jaipur",['Bar'],"₹1,000","['Finger Food', 'North Indian', 'Chinese']",3.2,20
Ajmer Highway,Sharma Pure Veg Dhaaba,"Neelkant Colony, Main Ajmer Road, Purani Chungi, Near Oriental Bank, Ajmer Highway, Jaipur",[],₹400,"['North Indian', 'Chinese', 'Beverages']",3.2,22
Ajmer Highway,Classic 7 Restaurant,"Plot 1, Vardhman Nagar, Main Ajmer Road, Near 200 ft Byepass Flyover, Ajmer Highway, Jaipur",['Casual Dining'],₹500,"['North Indian', 'Chinese']",3.2,18
Ajmer Highway,Kesar Da Dhaba,"E-10, Nirman Nagar, Ajmer Road, Ajmer Highway, Jaipur",[],₹300,['North Indian'],3.2,9
Ajmer Highway,Hotel Royal Celebration Inn,"Jaisinghpura Road, Near Siddhi Vinayak Marriage Garden, Bhankrota, Ajmer Highway, Jaipur",['Casual Dining'],₹500,"['North Indian', 'Chinese']",3.2,13
Ajmer Highway,Hotel Highway Pride,"Near Gvk Toll Plaza, Balmukandpura(Nada), Ajmer Road, Ajmer Highway, Jaipur",['Casual Dining'],₹600,"['North Indian', 'Chinese']",3.1,13
Ajmer Highway,Aapno Cafe,"104, Vikas Nagar, Ward 7, Heerapura Ajmeer Road, Ajmer Highway, Jaipur",['Quick Bites'],₹250,"['Beverages', 'Fast Food']",3.1,12
Ajmer Highway,Bua Ji Ki Rasoi,"Shop 25, Vidhut Nagar, Purani Chungi, Near Petrol Pump, Ajmer Highway, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Chinese']",3.0,13
Ajmer Highway,Chatkara,"Near Kamla Nehru Nagar Fly Over, Ajmer Highway, Jaipur",['Quick Bites'],₹400,['North Indian'],2.9,16
Ajmer Highway,Khana Lababdar,"C-74, Near Narayan Vihar Police Station, Narayan Vihar, Near Ajmer Highway, Jaipur",['Quick Bites'],₹200,"['South Indian', 'North Indian', 'Chinese']",-,18
Ajmer Highway,Sejal Cakes N Bake,"Behind Kiran Palace Hotel, Ajmer Highway",[],₹150,"['Bakery', 'Desserts']",3.0,14
Ajmer Highway,Desi Firangi,"Kamla Nehru Nagar Road, Ward Number 18, Near Ajmer Highway, Jaipur",['Quick Bites'],₹350,"['North Indian', 'South Indian', 'Chinese']",2.7,16
Ajmer Highway,Kanha Kitchen Journey,"Plot 109/110, Modi Nagar, Nandan Apartment, Ajmer Highway, Jaipur",['Quick Bites'],₹300,['North Indian'],3.1,5
Ajmer Highway,Khana Khazana Mom Made Food,"SD-52, Shanti Nagar, Ajmer Road, Behind Civil Line Metro Station, Ajmer Highway, Jaipur",['Quick Bites'],₹400,['North Indian'],2.9,13
Ajmer Highway,The Dark Zone Cafe,"174, Heera Nagar A, Heerapura, Ward 19, Ajmer Highway, Jaipur",['Quick Bites'],₹250,['Fast Food'],3.0,8
Ajmer Highway,Yum Yum Chah,"A 204, Vidyut Nagar, Prince Road, Ajmer Highway, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'North Indian', 'Beverages']",2.9,8
Ajmer Highway,Jypore Saffron Inn And Suites,"9, Green Avenue Nagar, Gopalpura Road, Ajmer Road Bypass, Ajmer Highway","['Casual Dining', 'Bar']","₹1,000","['South Indian', 'North Indian', 'Chinese', 'Italian', 'Fast Food']",2.9,14
Ajmer Highway,The Bamboos,"Shivam Resorts, NH 8, Ramchandrapura, Ajmer Highway, Jaipur",['Casual Dining'],₹900,"['North Indian', 'South Indian', 'Fast Food']",3.0,12
Ajmer Highway,Urban Tadka,"E-10, Nirman Nagar, Ajmer Road, Ajmer Highway, Jaipur",[],₹300,"['North Indian', 'Chinese', 'Fast Food', 'Momos', 'Street Food']",-,No-Votes
Ajmer Highway,The Sandwich Store,"Plot 2, Vijay Pushp Bhawan, Jai Shri Ram Colony, Shyam Nagar Moard, Ajmer Highway, Jaipur",['Quick Bites'],₹300,"['Sandwich', 'Fast Food']",2.9,8
Ajmer Highway,The Drunken House,"Hotel Highway King, 7 - 9, Patel Nagar, Opposite Heerapura Power, Ajmer Highway, Jaipur",['Bar'],₹500,"['Fast Food', 'Beverages']",3.1,8
Ajmer Highway,Amul,"E-7 A, E Block, Narayan Vihar, Gopalpura Bye Pass, Ajmer Highway, Jaipur",['Dessert Parlor'],₹300,"['Ice Cream', 'Beverages']",3.0,6
Ajmer Highway,Special Mahaveer Rabri Bhandar,"Shop 6, Near Elements Mall, DCM, Ajmer Highway, Jaipur",['Quick Bites'],₹300,['North Indian'],2.9,9
Ajmer Highway,Fork U,"E-5, 6, My Haveli Apartment, Unique Builders, Near Badke Balaji, Ram Chandrapura, Ajmer Highway, Jaipur",['Quick Bites'],₹250,"['North Indian', 'Chinese', 'South Indian']",2.8,7
Ajmer Highway,Spoon Multi Cuisine Restaurant,"Hotel Audria Palace, B Patel Nagar, Near Heerapura Flyover, Ajmer Road, Ajmer Highway, Jaipur",['Casual Dining'],₹800,"['North Indian', 'Continental', 'South Indian', 'Fast Food']",2.8,5
Ajmer Highway,Cafe 420,"S 420, B Block, Jhai, Sez Punarvas Yojna, Ajmer Highway, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'Tea', 'Juices']",-,5
Ajmer Highway,Health Food Experts,"17-18 A, Tagore Nagar, Opposite Patanjali Mega Store, Ajmer Highway, Jaipur",['Quick Bites'],₹350,['Healthy Food'],-,9
Ajmer Highway,Ashoka Bakers,"Shop 16, Near Police Chowki, Mukund Pura Road, Bhakrota, Ajmer Highway, Jaipur","['Bakery', 'Dessert Parlor']",₹150,"['Bakery', 'Ice Cream']",-,No-Votes
Ajmer Highway,Myoho Cafe,"174, Destiny Tower, Mahindra World City, Bhambhoriya, Jhai, Ajmer Highway, Jaipur",['Quick Bites'],₹150,"['Fast Food', 'South Indian', 'Chinese']",-,5
Ajmer Highway,Rooftop Bar-Hotel Shyam Paradise,"Hotel Shyam Paradise, Near DCM, Main Ajmer Road, Ajmer Highway",['Bar'],"₹1,200",['Finger Food'],-,5
Ajmer Highway,Mughlai Kitchen,"Elements Mall, D.C.M, Ajmer Highway, Jaipur",['Quick Bites'],₹500,"['Mughlai', 'North Indian']",-,6
Ajmer Highway,Muskan Restaurant,"200 Feet Bypass, Heerapura, Ajmer Highway, Jaipur",['Quick Bites'],₹200,['North Indian'],-,5
Ajmer Highway,Sadabahar Restaurant & Family Garden,"Mahindra Sez, Kalwara Road, Near Jhai Bus Stand, Ajmer Highway, Jaipur",['Quick Bites'],₹250,['North Indian'],-,4
Ajmer Highway,Shree Jodhpur Sweet Home,"Shop 1, DCM, Opposite Shivgyan Height, Heera Nagar Corner, Ajmer Highway, Jaipur",['Sweet Shop'],₹150,"['Mithai', 'Street Food']",-,5
Ajmer Highway,Eat Homely,"The Urbanite, Omaxe City, Near Bad Ke Balaji, Ajmer Highway, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Chinese']",-,No-Votes
Ajmer Highway,Shree Bala Ji Hotel & Restaurant,"Near Ashok Hospital, Bhakrota, Ajmer Highway, Jaipur",['Quick Bites'],₹300,['North Indian'],-,No-Votes
Ajmer Highway,Eat Homely,"Urbanite, Omaxe City Township, Ajmer Highway, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Chinese']",-,No-Votes
Ajmer Highway,Season 14,"Plot 3, Krishna Vihar, Jaisinghpura Road, Near HDFC Bank, Bhankrota, Ajmer Highway, Jaipur",['Quick Bites'],₹550,['North Indian'],-,No-Votes
Ajmer Highway,Natrajan Sweets,"P-1, Sundar Nagar, Near 200 feet Bypass, Ajmer Highway, Jaipur",['Quick Bites'],₹400,"['North Indian', 'Fast Food', 'Beverages']",-,No-Votes
Ajmer Highway,New Haveli Restaurant,"Near JK Lakshmipat University, Mahapura, Ajmer Highway, Jaipur",['Quick Bites'],₹200,['North Indian'],-,No-Votes
Ajmer Highway,The Crazy Chef,"B-40, Vardhaman Nagar, 200 Feet Bypass, Ajmer Highway, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'American']",-,No-Votes
Ajmer Highway,Anand Food Products,"60, Shalimar Bagh, Vistar Jagadamba Nagar, Ajmer Highway, Jaipur",['Sweet Shop'],₹100,['Mithai'],NEW,No-Votes
Ajmer Highway,V One Pride Hotel,"E3-E10, Near Vishnu Marriage Garden, Nirman Nagar, West DCM Ajmer Road, Ajmer Highway, Jaipur",['Casual Dining'],"₹1,000",['North Indian'],NEW,No-Votes
Ajmer Highway,Shree Ganesh Dal Bati Churma Veg Restaurant,"Shop 17 & 18, Ground Floor & Basement, Tagore Nagar, Ajmer Road, Ajmer Highway, Jaipur",[],₹100,['Rajasthani'],NEW,No-Votes
Ajmer Highway,Delicious Food,"C261, Kings Road, Nirman Nagar, Near Shyam Nagar Police Station, Ajmer Highway, Jaipur",[],₹150,"['North Indian', 'Fast Food']",-,No-Votes
Ajmer Highway,Sherawat Hotel & Family Restaurant,"Narsinghpura Chowk, NH 8, Ajmer Highway, Jaipur",['Quick Bites'],₹250,['North Indian'],-,No-Votes
Ajmer Highway,RS Caterers,"41, Dronpuri, 200 Feet, Bypass, Ajmer Highway, Jaipur",['Quick Bites'],₹500,"['Fast Food', 'North Indian', 'Beverages']",-,No-Votes
Ajmer Highway,The Indian Rasoi,"Shop 1-3, Jhai Village, Near Mahindra Sez, Ajmer Highway, Jaipur",['Casual Dining'],₹650,"['North Indian', 'South Indian', 'Fast Food']",-,No-Votes
Ajmer Highway,Tirupati Restaurant,"Shop 3, 200 Feet Bypass, Vardhman Nagar B, Janpath, Near Ajmer Highway, Jaipur",['Quick Bites'],₹300,['North Indian'],-,No-Votes
Ajmer Highway,Sardar Ji Food Cart,"Gopalpura Bypass Road, Narayan Vihar, Ajmer Highway, Jaipur",['Kiosk'],₹400,['North Indian'],NEW,No-Votes
Ajmer Highway,Shree Mahalaxmi Bhojanalya,"Shop 79, Chopati Market, Kings Road, Ajmer Highway, Jaipur",['Bhojanalya'],₹300,"['North Indian', 'Rajasthani']",-,No-Votes
Ajmer Highway,Ulu Veg And Non Veg,"A37, Vidyut Nagar-A, Prince Road, Ajmer Road, Ajmer Highway, Jaipur",[],₹300,"['North Indian', 'Mughlai']",NEW,No-Votes
Ajmer Highway,Chaska Fast Food,"RC-28, Krishna Circle, Narayan Vihar, Ajmer Road, Ajmer Highway, Jaipur",['Quick Bites'],₹150,"['South Indian', 'Chinese', 'Fast Food', 'Street Food']",NEW,No-Votes
Ajmer Highway,Red Chilli Tadka,"2 K - 2, Kamla Nehru Nagar Road, Near Ajmer Highway, Jaipur",['Quick Bites'],₹150,"['South Indian', 'Fast Food', 'Momos', 'Chinese']",NEW,No-Votes
Ajmer Highway,Jaika,"Shop 274, Jhai Block B, Near Ashiana Umang, Mahindra Sez, Ajmer Highway, Jaipur",['Quick Bites'],₹300,['North Indian'],-,No-Votes
Ajmer Highway,Prisha Veg Restaurant,"Shop 17, 18, Ground Floor & Basement, Tagore Nagar, Ajmer Road, Ajmer Highway, Jaipur",['Quick Bites'],₹300,['Chinese'],-,No-Votes
Ajmer Highway,Kings Hotel,"Near Balaji Dharam Kanta, Bagru, Dahnikala, Ajmer Highway, Jaipur",['Quick Bites'],₹400,['North Indian'],NEW,No-Votes
Ajmer Highway,Thunderbolt Cafe,"Dehmi Kalan, Ajmer Highway, Jaipur",['Quick Bites'],₹300,['Fast Food'],4.0,No-Votes
Ajmer Highway,Roti Ghar Ki,"Plot E-10, Nirman Nagar, Ajmer Highway, Jaipur",[],₹450,"['North Indian', 'Street Food', 'Fast Food']",3.9,No-Votes
Ajmer Highway,Choudhary Juice Center,"Neer Sagar Market, Bhakrota, Ajmer Highway, Jaipur",['Beverage Shop'],₹100,['Juices'],4.1,No-Votes
Ajmer Highway,Northern Plate,"36, E/7, Ajmer Road, Nirman Nagar, Dcm, Ajmer Highway, Jaipur",[],₹500,"['North Indian', 'Biryani']",4.2,No-Votes
Ajmer Highway,Mr. Delicious,"Ashiana Umang, Jhai, Near Ajmer Highway, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'Chinese', 'Street Food']",4.1,No-Votes
Ajmer Highway,Relish,"Shop 1, Near Vinayal Honda Showroom, Mahapura, Ajmer Highway, Jaipur",['Quick Bites'],₹200,['North Indian'],3.6,No-Votes
Ajmer Highway,Tawa And Tandoor,"E 10, Nirman Nagar, Ajmer Road, Ajmer Highway, Jaipur",[],₹300,['North Indian'],4.5,No-Votes
Ajmer Highway,Ratan's,"S15, Doctor's Colony, DCM, Ajmer Highway, Jaipur",[],₹200,['North Indian'],4.0,No-Votes
Ajmer Highway,Chaska,"RC-28, Krishna Circle, Narayan Vihar, Ajmer Road, Jaipur",['Quick Bites'],₹200,"['Fast Food', 'South Indian']",3.7,No-Votes
Lal Kothi,Doodh Misthan Bhandar,"B-73A, IGM Tower, Near Hero Honda Showroom, Sahkar Marg, Lal Kothi, Jaipur","['Sweet Shop', 'Quick Bites']",₹600,"['Mithai', 'North Indian', 'South Indian', 'Street Food', 'Ice Cream', 'Fast Food']",3.9,978
Lal Kothi,Mutuals,"1, Awadhpuri, Near Kailash Mall, Lal Kothi, Jaipur",['Casual Dining'],₹800,"['Chinese', 'North Indian', 'Fast Food']",3.8,1066
Lal Kothi,Tapri Pratham,"43, Everest Colony, Near Punjab National Bank Lane, Lal Kothi, Jaipur",['Café'],₹800,"['Cafe', 'Fast Food', 'Street Food', 'Beverages']",4.5,706
Lal Kothi,Chaisa,"8 A, Satya Vihar, Behind Nagar Nagam Civil Lines Zones Ofice, Near Vidhan Sabha, Lal Kothi, Jaipur","['Café', 'Quick Bites']",₹500,"['Cafe', 'Fast Food', 'Italian', 'Beverages']",3.9,690
Lal Kothi,A2G All Together,"Shop 10/2, Jyoti Nagar, Sahkar Marg, Lal Kothi, Jaipur","['Café', 'Dessert Parlor']",₹600,"['Cafe', 'Desserts', 'North Indian', 'Chinese', 'Frozen Yogurt']",3.7,496
Lal Kothi,Cafe 99,"A 19, Satya Vihar, Lal Kothi, Jaipur",['Casual Dining'],₹350,"['North Indian', 'South Indian', 'Chinese', 'Beverages']",4.1,584
