Locality,RestaurantName,Address,Category,CostForTwo,Cuisines,Ratings,votes
Tonk Road,Bharkadevi Ice Cream,"Shop 61, Near Central Bank, Shyoeur Pur Road, Partap Nagar, Jaipur",['Dessert Parlor'],₹150,"['Ice Cream', 'Beverages']",3.1,6
Tonk Road,Keshav Fresh,"80 Feet Road, Mahesh Nagar Phatak, Tonk Road, Jaipur",['Sweet Shop'],₹350,['Mithai'],3.2,15
Tonk Road,Shree Shyam Fast Food & Dhaba,"80/15, Kumbha Marg, Sector 8, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Street Food', 'South Indian']",3.3,15
Tonk Road,Rasoi,"C 81, Chetak Marg, Near Gopinath Hospital, Pratap Nagar,  Tonk Road, Jaipur",['Quick Bites'],₹250,['North Indian'],3.2,15
Tonk Road,Kailash Egg Centre,"Gandhi Nagar, Tonk Road, Jaipur",[],₹150,['Street Food'],3.2,14
Tonk Road,Raghukul Paan Bhandar,"89, Near Laxmi Mandir Cinema Crossing, Tonk Road, Jaipur",['Paan Shop'],₹100,['Paan'],3.0,14
Tonk Road,Jain Chat Bhandar,"H 4, Kissan Marg, Tonk Phatak, Tonk Road, Jaipur",['Quick Bites'],₹200,"['Street Food', 'Fast Food']",3.1,10
Tonk Road,The Bunk House Cafe,"CA-16, Ramchandra Pura, Goner Road, Sitapura Industrial Area, Tuwariyan Ki Dhani, Tonk Road, Jaipur",['Café'],₹400,"['North Indian', 'Fast Food', 'Chinese']",3.1,8
Tonk Road,Shri Shyam Dhaba And Veg Restaurant,"Goner Mode, Near Goner Phatak, Sitapura, Tonk Road, Jaipur",['Quick Bites'],₹400,['North Indian'],3.2,17
Tonk Road,The Chai Bar,"G-29, Balaji Tower 6, Tonk Road, Jaipur",[],₹300,"['Fast Food', 'Street Food', 'Beverages']",3.2,8
Tonk Road,Gujrat Khaman House,"273, Maharani Farm, Mahaveer Nagar 2, Gayatri Nagar B, Durgapura, Tonk Road, Jaipur",['Quick Bites'],₹150,['Gujarati'],3.0,13
Tonk Road,Harry Dhaba,"Plot 67, Airport Road, Sanganer, Govind Nagar, Near Tonk Road, Jaipur",[],₹500,['North Indian'],3.0,11
Tonk Road,Anaye Bakers And Confectionery,"55, Ojha Ji Ka Bagh, Gandhi Nagar Mod, Tonk Road, Jaipur","['Bakery', 'Dessert Parlor']",₹100,"['Bakery', 'Ice Cream', 'Fast Food']",3.3,8
Tonk Road,Yummy Chef Kabab Corner,"NRI Circle, Sector 26, Pratap Nagar, Jaipur",['Quick Bites'],₹450,['North Indian'],3.1,10
Tonk Road,Kiran Sweets,"Gopalpura Circle, Tonk Road, Jaipur","['Sweet Shop', 'Quick Bites']",₹200,['Mithai'],3.2,14
Tonk Road,Jai Ambe Veg Restaurant,"Shop 36, Gayatri Nagar, 2 Main, Sanganer, Tonk Road, Jaipur",['Quick Bites'],₹400,['North Indian'],3.1,11
Tonk Road,Pakwan,"38, Kailshpuri, Near Khandaka Hospital, Tonk Road, Jaipur",['Quick Bites'],₹200,"['North Indian', 'Fast Food']",2.9,13
Tonk Road,Egg Dee Sanjay Restaurant,"Plot 80/06-07, Gold Square Complex, Kumbha Marg, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Fast Food']",3.0,12
Tonk Road,Gopi Restaurant,"Ground Floor, Behind Apex Mall, Tonk Road, Jaipur",['Quick Bites'],₹250,"['North Indian', 'South Indian', 'Fast Food', 'Beverages']",3.2,9
Tonk Road,Laxmi Pavitra Bhojnayla,"12, Arjun Nagar Phatak Road, Industrial Area, Near Kartarpura Phatak, Bhagwati Nagar, Tonk Road, Jaipur",['Dhaba'],₹200,['North Indian'],3.3,13
Tonk Road,Samrat Burger And Pizza Cafe,"413, Satluj Apartment, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹400,"['Pizza', 'Beverages', 'Fast Food']",2.8,7
Tonk Road,Cafe Delicious,"96, Green Nagar, Tonk Road, Jaipur",[],₹700,"['Italian', 'Chinese', 'Continental']",3.1,11
Tonk Road,Burger Buggy,"P 50, Greater Kailash Colony, Behind Kailash Tower, Lal Kothi, Tonk Road, Jaipur",['Kiosk'],₹150,"['Burger', 'Fast Food']",3.1,11
Tonk Road,Baniya Ji Thali Wale,"D 21, J.P Colony, Tonk Phatak, Tonk Road, Jaipur",['Quick Bites'],₹400,['North Indian'],2.7,14
Tonk Road,Runway Rooftop - Hotel Airport View,"Hotel Airport View, Sanganer, Near Tonk Road, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Chinese']",3.0,11
Tonk Road,Ahimsagram,"298, Taru Chaya Nagar, Taron Ki Koot, Near B2 Bypaas Circle, Tonk Road, Jaipur",['Café'],₹400,['Healthy Food'],3.0,7
Tonk Road,Chicken Swaaddanusaah,"07, Opposite Shiddling Collage, Sanganer, Tonk Road, Jaipur",['Quick Bites'],₹450,"['North Indian', 'Fast Food', 'Chinese']",-,13
Tonk Road,Pizza Fast Food Unlimited,"Shop 4, Main Shyopur Road, Pinjrapole Goushala, Pratap Nagar, Jaipur",[],₹350,"['Fast Food', 'Pizza', 'Chinese']",3.2,7
Tonk Road,Mahadev Tadaka Daba,"P 16, Shiv Colony, Sanganer, Pratap Nagar, Tonk Road, Jaipur",['Quick Bites'],₹500,['North Indian'],3.0,13
Tonk Road,Tasty North,"18, Govind Nagar, Opposite Airport, Sanganer, Near Tonk Road, Jaipur",[],₹200,"['North Indian', 'Fast Food']",-,No-Votes
Tonk Road,Midnight Bakers,"Near Pratap Apartment, Dehalwas, Sanganer, Tonk Road, Jaipur",['Bakery'],₹150,['Bakery'],3.2,8
Tonk Road,Mad Chef,"Plot 1, Opposite Jaipur Dairy, Green Nagar, Durgapura, Tonk Road, Jaipur",[],₹250,"['Burger', 'Sandwich', 'Fast Food', 'Beverages']",2.9,8
Tonk Road,Amritsar Junction,"P-1, Awadhpuri, Lal Khoti, Tonk Road, Jaipur",['Quick Bites'],₹500,"['Fast Food', 'Chinese', 'North Indian', 'Beverages']",3.1,No-Votes
Tonk Road,Bhawana Food Chaska,"B 142, Kirti Nagar, Dev Nagar Marg, Tonk Road, Jaipur",[],₹200,"['Fast Food', 'North Indian']",3.1,8
Tonk Road,Shivam Dal Pakwan & Pakodi Center,"42-43, Sindhi Colony, Khawas Ji Ka Bhag, Durgapura, Tonk Road, Jaipur",[],₹100,['Street Food'],3.2,9
Tonk Road,Pizza Fort,"A-10, Shivpuri Colony, Near Subodh Girls College, Sanganer, Jaipur",['Quick Bites'],₹500,"['Pizza', 'Fast Food']",3.1,10
Tonk Road,Aashima Momos,"48, Goushala Shoupur Road, Sector 6, Sanganer, Pratap Nagar, Jaipur",['Quick Bites'],₹300,['Momos'],3.1,12
Tonk Road,Egg Baba,"1 A, Telephone Colony, Near Nirmala School, Tonk Phatak, Tonk Road, Jaipur",[],₹250,['Fast Food'],2.9,12
Tonk Road,Bread Crumbs,"20, Green Nagar, Durgapura, Tonk Road, Jaipur",[],₹300,"['North Indian', 'Continental']",3.1,7
Tonk Road,Jai Bhairav Cafe & Restaurant,"Near Bherav Circle, Kubha Marg, Pratap Nagar, Sector 11, Tonk Road, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Fast Food', 'Chinese']",3.3,11
Tonk Road,Jodhana Dal Bati,"Plot 227, Mahaveer Nagar, Sanganer, Near Tonk Road, Jaipur",['Quick Bites'],₹150,['Rajasthani'],3.1,7
Tonk Road,Red Chilli Food Court,"402, Vasundhara Colony, Gopalpura Mod, Near Bhandari Hospital, Tonk Road, Jaipur",['Quick Bites'],₹300,['North Indian'],3.1,9
Tonk Road,Eatosa,"A-239, Triveni Nagar, Gopalpura Bypass, Tonk Road, Jaipur",['Quick Bites'],₹400,"['Fast Food', 'North Indian']",2.9,9
Tonk Road,Chinese Hunger Adda,"Sabzi Bazar, Sector-29, Tonk Road, Jaipur",['Quick Bites'],₹400,['Chinese'],2.8,7
Tonk Road,Bunty Daa Dhaba,"629 D, Lane 12, Barkat Nagar, Tonk Phatak, Tonk Road, Jaipur",['Dhaba'],₹250,['North Indian'],3.1,11
Tonk Road,Monty's Ice Cream Corner,"64/680, Sector 6, Behind Gulab Vihar, Sheopur Road, Pratap Nagar, Jaipur",['Dessert Parlor'],₹100,"['Ice Cream', 'Desserts']",3.1,7
Tonk Road,R.S Sweet Caterers,"Shop 16, Shiv Shakti Nagar, Watika Road, Shree Ram Ki Nangal, Sanganer, Tonk Road, Jaipur",['Sweet Shop'],₹200,"['Mithai', 'Street Food']",2.9,8
Tonk Road,Foodies Aadda,"Haldi Ghati Marg, Bus Stand, Pratap Nagar, Near Tonk Road, Jaipur",[],₹550,['Fast Food'],2.9,8
Tonk Road,Raj Amritsari Naan,"Near Global Institute of Technology, Sitapura, Tonk Road, Jaipur",['Quick Bites'],₹150,['North Indian'],3.0,9
Tonk Road,Paratha Wala & Restaurant,"68/98, Sector 6, Haldighati Marg, Pratap Nagar, Near Tonk Road, Jaipur",['Quick Bites'],₹300,['North Indian'],3.2,11
Tonk Road,Sahu Gajak Bhandar,"Plot 1-3, Scheme 3, Pratap Nagar, Near Kamal & Company, Tonk Road, Jaipur",['Sweet Shop'],₹100,"['Mithai', 'Beverages', 'Ice Cream']",3.0,9
Tonk Road,Sizzling Bites,"P 19 & 23, Scheme Vinayak Vihar, Durgapura, Tonk Road, Jaipur",['Quick Bites'],₹200,"['North Indian', 'Biryani', 'Fast Food']",3.2,4
